Race,Lap,Position,Overtaker,Overtaken,Turn,Final,Live
Belgium,30.0,13.0,Verstappen,Palmer,La Source,,
Belgium,31.0,14.0,Grosjean,Palmer,,,
Belgium,32.0,12.0,Verstappen,Kvyat,,,
Belgium,33.0,7.0,Vettel,Massa,Les Combes,,
Belgium,33.0,7.0,Massa,Vettel,Malmedy,,
Belgium,34.0,3.0,Hamilton,Hulkenberg,Les Combes,,
Belgium,34.0,7.0,Vettel,Massa,Les Combes,,
Belgium,35.0,6.0,Vettel,Alonso,Les Combes,,
Belgium,36.0,11.0,Verstappen,Gutierrez,Les Combes,,
Belgium,41.0,8.0,Bottas,Massa,Les Combes,,
Belgium,42.0,9.0,Raikkonen,Massa,Les Combes,,
Italy,2.0,5.0,Hamilton,Ricciardo,4.0,,
Italy,2.0,12.0,Grosjean,Wehrlein,1.0,,
Italy,2.0,19.0,Button,Ocon,,,
Italy,5.0,10.0,Verstappen,Hulkenberg,,,
Italy,6.0,18.0,Button,Gutierrez,,,
Italy,7.0,16.0,Ericsson,Magnussen,1.0,,
Italy,7.0,17.0,Button,Magnussen,2.0,,
Italy,7.0,18.0,Gutierrez,Magnussen,4.0,,
Italy,8.0,9.0,Verstappen,Alonso,1.0,,
Italy,8.0,16.0,Button,Ericsson,,,
Italy,10.0,15.0,Button,Kvyat,,,
Italy,11.0,4.0,Hamilton,Bottas,1.0,,
Italy,13.0,16.0,Ericsson,Kvyat,,,
Italy,13.0,17.0,Gutierrez,Kvyat,,,
Italy,15.0,10.0,Bottas,Sainz,4.0,,
Italy,15.0,11.0,Bottas,Button,3.0,,
Italy,16.0,8.0,Bottas,Wehrlein,1.0,,
Italy,16.0,13.0,Verstappen,Gutierrez,1.0,,
Italy,17.0,8.0,Perez,Sainz,,,
Italy,17.0,10.0,Verstappen,Ericsson,,,
Italy,18.0,12.0,Hulkenberg,Ericsson,,,
Italy,18.0,15.0,Button,Ocon,,,
Italy,18.0,18.0,Gutierrez,Kvyat,,,
Italy,19.0,5.0,Bottas,Grosjean,1.0,,
Italy,19.0,6.0,Ricciardo,Grosjean,Ascari,,
Italy,19.0,9.0,Verstappen,Sainz,,,
Italy,19.0,10.0,Massa,Sainz,,,
Italy,19.0,13.0,Alonso,Ericsson,,,
Italy,20.0,16.0,Wehrlein,Ocon,1.0,,
Italy,21.0,11.0,Hulkenberg,Sainz,1.0,,
Italy,22.0,7.0,Perez,Grosjean,1.0,,
Italy,22.0,8.0,Verstappen,Grosjean,,,
Italy,22.0,12.0,Alonso,Sainz,1.0,,
Italy,22.0,17.0,Gutierrez,Ocon,Ascari,,
Italy,24.0,9.0,Massa,Grosjean,,,
Italy,25.0,16.0,Sainz,Ocon,,,
Italy,26.0,10.0,Hulkenberg,Grosjean,,,
Italy,26.0,17.0,Kvyat,Ocon,,,
Italy,26.0,18.0,Ericsson,Ocon,,,
Italy,27.0,18.0,Magnussen,Ocon,,,
Italy,28.0,11.0,Alonso,Grosjean,Ascari,,
Italy,32.0,10.0,Perez,Alonso,1.0,,
Italy,33.0,8.0,Bottas,Hulkenberg,1.0,,
Italy,36.0,15.0,Gutierrez,Ericsson,,,
Italy,39.0,13.0,Button,Sainz,,,
Italy,42.0,15.0,Sainz,Ericsson,Ascari,,
Italy,44.0,12.0,Button,Alonso,1.0,,
Italy,47.0,5.0,Ricciardo,Bottas,1.0,,
Italy,48.0,7.0,Verstappen,Perez,4.0,,
Singapore,3.0,15.0,Nasr,Ocon,,,
Singapore,4.0,14.0,Nasr,Wehrlein,,,
Singapore,4.0,17.0,Vettel,Palmer,,,
Singapore,5.0,16.0,Vettel,Ocon,1.0,,
Singapore,5.0,18.0,Bottas,Palmer,,,
Singapore,6.0,15.0,Vettel,Wehrlein,1.0,,
Singapore,14.0,11.0,Vettel,Nasr,7.0,,
Singapore,14.0,14.0,Verstappen,Ocon,7.0,,
Singapore,15.0,12.0,Alonso,Wehrlein,,,
Singapore,15.0,17.0,Sainz,Button,1.0,,
Singapore,16.0,13.0,Verstappen,Wehrlein,1.0,,
Singapore,17.0,13.0,Massa,Wehrlein,,,
Singapore,17.0,15.0,Sainz,Ocon,,,
Singapore,18.0,12.0,Magnussen,Wehrlein,,,
Singapore,18.0,15.0,Ericsson,Ocon,,,
Singapore,19.0,15.0,Nasr,Ocon,,,
Singapore,21.0,14.0,Nasr,Ericsson,,,
Singapore,25.0,13.0,Vettel,Nasr,5.0,,
Singapore,25.0,16.0,Bottas,Palmer,,,
Singapore,27.0,10.0,Vettel,Sainz,10.0,,
Singapore,27.0,11.0,Vettel,Gutierrez,8.0,,
Singapore,29.0,11.0,Verstappen,Nasr,1.0,,
Singapore,29.0,16.0,Sainz,Wehrlein,,,
Singapore,31.0,10.0,Verstappen,Perez,9.0,,
Singapore,32.0,12.0,Massa,Nasr,,,
Singapore,33.0,2.0,Raikkonen,Hamilton,10.0,,
Singapore,33.0,7.0,Vettel,Magnussen,,,
Singapore,33.0,9.0,Verstappen,Gutierrez,,,
Singapore,33.0,10.0,Perez,Gutierrez,,,
Singapore,33.0,14.0,Sainz,Palmer,,,
Singapore,36.0,5.0,Vettel,Kvyat,7.0,,
Singapore,36.0,11.0,Massa,Gutierrez,7.0,,
Singapore,38.0,6.0,Verstappen,Magnussen,1.0,,
Singapore,48.0,7.0,Kvyat,Perez,7.0,,
Singapore,48.0,7.0,Verstappen,Kvyat,20.0,,
Singapore,48.0,8.0,Verstappen,Perez,9.0,,
Singapore,48.0,8.0,Perez,Kvyat,22.0,,
Singapore,48.0,11.0,Gutierrez,Sainz,,,
Singapore,48.0,12.0,Massa,Sainz,,,
Singapore,54.0,6.0,Verstappen,Alonso,7.0,,
Malaysia,2.0,4.0,Verstappen,Raikkonen,Finish Line,,
Malaysia,3.0,3.0,Verstappen,Perez,4.0,,
Malaysia,3.0,10.0,Sainz,Ocon,,,
Malaysia,3.0,11.0,Alonso,Ocon,,,
Malaysia,3.0,16.0,Rosberg,Nasr,,,
Malaysia,3.0,20.0,Gutierrez,Magnussen,,,
Malaysia,4.0,4.0,Raikkonen,Perez,2.0,,
Malaysia,4.0,10.0,Alonso,Sainz,1.0,,
Malaysia,4.0,14.0,Rosberg,Palmer,15.0,,
Malaysia,4.0,15.0,Rosberg,Wehrlein,,,
Malaysia,6.0,9.0,Alonso,Grosjean,4.0,,
Malaysia,6.0,12.0,Rosberg,Ocon,15.0,,
Malaysia,6.0,13.0,Rosberg,Ericsson,3.0,,
Malaysia,7.0,15.0,Wehrlein,Palmer,,,
Malaysia,9.0,10.0,Rosberg,Sainz,,,
Malaysia,11.0,7.0,Ericsson,Ocon,1.0,,
Malaysia,11.0,11.0,Button,Nasr,1.0,,
Malaysia,11.0,11.0,Rosberg,Button,,,
Malaysia,11.0,12.0,Rosberg,Nasr,4.0,,
Malaysia,11.0,13.0,Rosberg,Hulkenberg,1.0,,
Malaysia,11.0,13.0,Hulkenberg,Nasr,,,
Malaysia,12.0,10.0,Rosberg,Palmer,11.0,,
Malaysia,12.0,14.0,Alonso,Nasr,4.0,,
Malaysia,12.0,19.0,Massa,Magnussen,,,
Malaysia,14.0,10.0,Button,Palmer,1.0,,
Malaysia,14.0,11.0,Hulkenberg,Palmer,15.0,,
Malaysia,15.0,8.0,Rosberg,Perez,9.0,,
Malaysia,16.0,12.0,Alonso,Palmer,,,
Malaysia,18.0,6.0,Rosberg,Sainz,15.0,,
Malaysia,18.0,7.0,Rosberg,Ericsson,1.0,,
Malaysia,18.0,18.0,Massa,Gutierrez,,,
Malaysia,20.0,3.0,Verstappen,Raikkonen,15.0,,
Malaysia,21.0,5.0,Rosberg,Bottas,1.0,,
Malaysia,23.0,12.0,Sainz,Nasr,1.0,,
Malaysia,23.0,13.0,Ericsson,Nasr,15.0,,
Malaysia,28.0,13.0,Alonso,Nasr,,,
Malaysia,31.0,11.0,Alonso,Ericsson,,,
Malaysia,32.0,9.0,Alonso,Sainz,15.0,,
Malaysia,34.0,11.0,Hulkenberg,Ericsson,1.0,,
Malaysia,34.0,16.0,Massa,Wehrlein,,,
Malaysia,35.0,10.0,Hulkenberg,Sainz,1.0,,
Malaysia,38.0,4.0,Rosberg,Raikkonen,2.0,,
Malaysia,43.0,8.0,Hulkenberg,Button,,,
Malaysia,46.0,16.0,Wehrlein,Ocon,3.0,,
Japan,3.0,3.0,Vettel,Perez,1.0,,
Japan,6.0,6.0,Raikkonen,Hulkenberg,1.0,,
Japan,7.0,7.0,Hamilton,Hulkenberg,1.0,,
Japan,11.0,8.0,Verstappen,Gutierrez,2.0,,
Japan,11.0,13.0,Ricciardo,Ericsson,10.0,,
Japan,11.0,18.0,Grosjean,Wehrlein,,,
Japan,11.0,19.0,Button,Wehrlein,,,
Japan,12.0,14.0,Hulkenberg,Nasr,,,
Japan,12.0,16.0,Grosjean,Ocon,,,
Japan,12.0,17.0,Button,Ocon,,,
Japan,12.0,18.0,Kvyat,Ocon,,,
Japan,12.0,19.0,Kvyat,Wehrlein,,,
Japan,12.0,20.0,Alonso,Wehrlein,,,
Japan,13.0,8.0,Ricciardo,Palmer,Spoon,,
Japan,13.0,12.0,Hulkenberg,Ericsson,,,
Japan,13.0,13.0,Hulkenberg,Magnussen,1.0,,
Japan,14.0,6.0,Hamilton,Ricciardo,130r,,
Japan,14.0,8.0,Raikkonen,Palmer,1.0,,
Japan,14.0,9.0,Raikkonen,Perez,1.0,,
Japan,14.0,9.0,Perez,Palmer,1.0,,
Japan,14.0,10.0,Hulkenberg,Palmer,,,
Japan,14.0,14.0,Grosjean,Nasr,,,
Japan,15.0,4.0,Hamilton,Bottas,130r,,
Japan,15.0,5.0,Hamilton,Massa,1.0,,
Japan,15.0,6.0,Ricciardo,Massa,Spoon,,
Japan,16.0,7.0,Raikkonen,Massa,1.0,,
Japan,16.0,13.0,Grosjean,Magnussen,1.0,,
Japan,17.0,5.0,Ricciardo,Bottas,1.0,,
Japan,17.0,8.0,Perez,Massa,1.0,,
Japan,18.0,6.0,Raikkonen,Bottas,1.0,,
Japan,18.0,9.0,Hulkenberg,Massa,1.0,,
Japan,18.0,12.0,Grosjean,Ericsson,,,
Japan,19.0,7.0,Perez,Bottas,1.0,,
Japan,20.0,8.0,Hulkenberg,Bottas,Chicane,,
Japan,23.0,11.0,Grosjean,Palmer,,,
Japan,23.0,20.0,Button,Ocon,,,
Japan,25.0,14.0,Alonso,Nasr,130r,,
Japan,25.0,15.0,Sainz,Nasr,Chicane,,
Japan,26.0,14.0,Massa,Gutierrez,,,
Japan,28.0,21.0,Nasr,Wehrlein,,,
Japan,29.0,10.0,Massa,Sainz,2.0,,
Japan,29.0,11.0,Bottas,Sainz,3.0,,
Japan,29.0,15.0,Kvyat,Ocon,,,
Japan,31.0,11.0,Grosjean,Sainz,,,
Japan,31.0,16.0,Magnussen,Ocon,,,
Japan,31.0,17.0,Ericsson,Ocon,,,
Japan,31.0,18.0,Alonso,Ocon,,,
Japan,36.0,13.0,Palmer,Button,,,
Japan,38.0,18.0,Button,Nasr,,,
Japan,38.0,19.0,Button,Gutierrez,,,
USA,2.0,14.0,Grosjean,Palmer,2.0,,
USA,2.0,15.0,Magnussen,Palmer,,,
USA,2.0,16.0,Perez,Palmer,,,
USA,2.0,19.0,Wehrlein,Nasr,,,
USA,3.0,10.0,Button,Gutierrez,12.0,,
USA,3.0,13.0,Grosjean,Ericsson,12.0,,
USA,3.0,15.0,Perez,Magnussen,12.0,,
USA,4.0,18.0,Wehrlein,Ocon,,,
USA,5.0,12.0,Grosjean,Kvyat,,,
USA,5.0,14.0,Perez,Ericsson,,,
USA,6.0,13.0,Perez,Kvyat,12.0,,
USA,7.0,11.0,Grosjean,Gutierrez,11.0,,
USA,8.0,12.0,Perez,Gutierrez,2.0,,
USA,8.0,19.0,Nasr,Ocon,,,
USA,9.0,9.0,Button,Raikkonen,2.0,,
USA,9.0,9.0,Raikkonen,Button,10.0,,
USA,10.0,6.0,Ricciardo,Alonso,1.0,,
USA,10.0,9.0,Verstappen,Button,8.0,,
USA,11.0,4.0,Ricciardo,Sainz,1.0,,
USA,11.0,7.0,Raikkonen,Alonso,1.0,,
USA,12.0,8.0,Kvyat,Gutierrez,,,
USA,12.0,10.0,Sainz,Ericsson,,,
USA,12.0,13.0,Alonso,Palmer,12.0,,
USA,13.0,5.0,Verstappen,Raikkonen,12.0,,
USA,13.0,8.0,Sainz,Kvyat,,,
USA,13.0,9.0,Sainz,Gutierrez,,,
USA,13.0,12.0,Alonso,Magnussen,,,
USA,13.0,15.0,Button,Wehrlein,,,
USA,13.0,16.0,Perez,Wehrlein,,,
USA,13.0,17.0,Grosjean,Wehrlein,,,
USA,14.0,10.0,Alonso,Ericsson,,,
USA,14.0,12.0,Button,Palmer,,,
USA,14.0,13.0,Perez,Palmer,,,
USA,14.0,14.0,Grosjean,Palmer,,,
USA,14.0,17.0,Gutierrez,Ocon,,,
USA,15.0,18.0,Magnussen,Ocon,,,
USA,17.0,9.0,Alonso,Kvyat,,,
USA,17.0,17.0,Palmer,Ocon,,,
USA,20.0,10.0,Button,Kvyat,12.0,,
USA,21.0,11.0,Perez,Kvyat,12.0,,
USA,21.0,12.0,Grosjean,Kvyat,16.0,,
USA,23.0,13.0,Magnussen,Nasr,12.0,,
USA,24.0,14.0,Palmer,Nasr,1.0,,
USA,26.0,15.0,Ericsson,Nasr,,,
USA,28.0,6.0,Verstappen,Massa,,,
USA,28.0,12.0,Grosjean,Ericsson,,,
USA,33.0,16.0,Nasr,Wehrlein,,,
USA,41.0,16.0,Bottas,Wehrlein,,,
USA,44.0,15.0,Bottas,Nasr,,,
USA,47.0,11.0,Kvyat,Ericsson,1.0,,
USA,48.0,13.0,Magnussen,Palmer,12.0,,
USA,51.0,6.0,Alonso,Massa,15.0,,
USA,51.0,12.0,Magnussen,Ericsson,,,
USA,52.0,15.0,Nasr,Bottas,,,
USA,53.0,11.0,Magnussen,Kvyat,12.0,,
USA,53.0,13.0,Palmer,Ericsson,,,
USA,55.0,5.0,Alonso,Sainz,12.0,,
Mexico,4.0,15.0,Ricciardo,Nasr,,,
Mexico,4.0,16.0,Ricciardo,Ocon,,,
Mexico,4.0,17.0,Kvyat,Ocon,,,
Mexico,5.0,20.0,Ericsson,Palmer,,,
Mexico,7.0,14.0,Ricciardo,Gutierrez,1.0,,
Mexico,9.0,13.0,Ricciardo,Button,1.0,,
Mexico,10.0,12.0,Ricciardo,Magnussen,1.0,,
Mexico,13.0,9.0,Ricciardo,Alonso,,,
Mexico,14.0,10.0,Verstappen,Alonso,,,
Mexico,18.0,10.0,Massa,Nasr,,,
Mexico,20.0,16.0,Button,Magnussen,,,
Mexico,22.0,18.0,Kvyat,Gutierrez,,,
Mexico,23.0,8.0,Bottas,Massa,1.0,,
Mexico,29.0,17.0,Kvyat,Magnussen,,,
Mexico,47.0,18.0,Alonso,Gutierrez,,,
Mexico,48.0,19.0,Kvyat,Grosjean,12.0,,
Mexico,49.0,14.0,Button,Sainz,6.0,,
Mexico,50.0,15.0,Alonso,Magnussen,1.0,,
Mexico,50.0,16.0,Nasr,Magnussen,,,
Mexico,50.0,20.0,Gutierrez,Ocon,6.0,,
Mexico,52.0,5.0,Ricciardo,Hulkenberg,1.0,,
Mexico,53.0,20.0,Grosjean,Ocon,1.0,,
Mexico,60.0,12.0,Button,Palmer,1.0,,
Mexico,61.0,14.0,Alonso,Sainz,,,
Mexico,66.0,13.0,Alonso,Palmer,,,
Mexico,67.0,6.0,Raikkonen,Hulkenberg,4.0,,
Brazil,7.0,8.0,Alonso,Pérez,,,
Brazil,7.0,17.0,Nasr,Wehrlein,,,
Brazil,7.0,18.0,Nasr,Ericsson,,,
Brazil,8.0,3.0,Verstappen,Raikkonen,1.0,,
Brazil,8.0,16.0,Nasr,Button,,,
Brazil,8.0,18.0,Ericsson,Wehrlein,,,
Brazil,8.0,19.0,Ocon,Wehrlein,,,
Brazil,10.0,12.0,Gutierrez,Wehrlein,,,
Brazil,11.0,20.0,Ericsson,Palmer,,,
Brazil,19.0,16.0,Vettel,Massa,,,
Brazil,32.0,2.0,Verstappen,Rosberg,3.0,,
Brazil,32.0,6.0,Ricciardo,Nasr,1.0,,
Brazil,32.0,9.0,Alonso,Wehrlein,,,
Brazil,32.0,12.0,Vettel,Magnussen,,,
Brazil,32.0,13.0,Vettel,Button,,,
Brazil,33.0,5.0,Ricciardo,Sainz,1.0,,
Brazil,33.0,11.0,Vettel,Bottas,,,
Brazil,34.0,10.0,Vettel,Wehrlein,1.0,,
Brazil,34.0,14.0,Hulkenberg,Button,,,
Brazil,35.0,8.0,Alonso,Ocon,,,
Brazil,36.0,11.0,Bottas,Wehrlein,1.0,,
Brazil,36.0,12.0,Hulkenberg,Wehrlein,4.0,,
Brazil,36.0,13.0,Hulkenberg,Magnussen,1.0,,
Brazil,37.0,9.0,Vettel,Ocon,,,
Brazil,38.0,13.0,Magnussen,Wehrlein,1.0,,
Brazil,40.0,13.0,Gutierrez,Wehrlein,15.0,,
Brazil,41.0,14.0,Kvyat,Wehrlein,,,
Brazil,42.0,7.0,Vettel,Alonso,10.0,,
Brazil,43.0,9.0,Hulkenberg,Ocon,,,
Brazil,43.0,14.0,Massa,Wehrlein,,,
Brazil,44.0,10.0,Ricciardo,Ocon,,,
Brazil,44.0,15.0,Bottas,Wehrlein,,,
Brazil,45.0,6.0,Vettel,Nasr,1.0,,
Brazil,45.0,12.0,Kvyat,Gutierrez,,,
Brazil,46.0,13.0,Massa,Gutierrez,,,
Brazil,46.0,14.0,Bottas,Gutierrez,,,
Brazil,55.0,13.0,Gutierrez,Magnussen,,,
Brazil,55.0,14.0,Verstappen,Magnussen,,,
Brazil,56.0,13.0,Verstappen,Gutierrez,,,
Brazil,57.0,10.0,Ricciardo,Bottas,,,
Brazil,57.0,12.0,Verstappen,Wehrlein,,,
Brazil,57.0,15.0,Alonso,Magnussen,,,
Brazil,57.0,16.0,Alonso,Button,,,
Brazil,58.0,11.0,Verstappen,Bottas,3.0,,
Brazil,59.0,10.0,Verstappen,Ricciardo,11.0,,
Brazil,59.0,13.0,Alonso,Wehrlein,,,
Brazil,59.0,14.0,Alonso,Gutierrez,,,
Brazil,60.0,6.0,Hulkenberg,Nasr,3.0,,
Brazil,60.0,9.0,Verstappen,Kvyat,4.0,,
Brazil,60.0,12.0,Alonso,Bottas,,,
Brazil,61.0,8.0,Verstappen,Ocon,11.0,,
Brazil,62.0,7.0,Verstappen,Nasr,4.0,,
Brazil,62.0,10.0,Ricciardo,Kvyat,2.0,,
Brazil,63.0,9.0,Ricciardo,Ocon,1.0,,
Brazil,64.0,8.0,Ricciardo,Nasr,2.0,,
Brazil,64.0,14.0,Magnussen,Wehrlein,,,
Brazil,65.0,6.0,Verstappen,Hulkenberg,4.0,,
Brazil,66.0,5.0,Verstappen,Vettel,12.0,,
Brazil,67.0,4.0,Verstappen,Sainz,4.0,,
Brazil,69.0,3.0,Verstappen,Pérez,12.0,,
Brazil,69.0,11.0,Alonso,Kvyat,,,
Brazil,69.0,12.0,Bottas,Kvyat,,,
Brazil,70.0,5.0,Vettel,Sainz,,,
Brazil,70.0,10.0,Alonso,Ocon,,,
Brazil,71.0,11.0,Bottas,Ocon,,,
Abu Dhabi,2.0,16.0,Verstappen,Gutierrez,,,
Abu Dhabi,2.0,17.0,Verstappen,Ocon,,,
Abu Dhabi,2.0,18.0,Verstappen,Ericsson,,,
Abu Dhabi,2.0,19.0,Sainz,Ericsson,,,
Abu Dhabi,2.0,20.0,Wehrlein,Ericsson,,,
Abu Dhabi,3.0,9.0,Bottas,Massa,11.0,,
Abu Dhabi,3.0,15.0,Verstappen,Grosjean,8.0,,
Abu Dhabi,3.0,16.0,Gutierrez,Grosjean,9.0,,
Abu Dhabi,4.0,14.0,Verstappen,Nasr,,,
Abu Dhabi,5.0,9.0,Massa,Bottas,14.0,,
Abu Dhabi,5.0,13.0,Verstappen,Kvyat,8.0,,
Abu Dhabi,5.0,15.0,Gutierrez,Nasr,8.0,,
Abu Dhabi,6.0,12.0,Verstappen,Button,,,
Abu Dhabi,6.0,16.0,Grosjean,Nasr,,,
Abu Dhabi,7.0,10.0,Verstappen,Palmer,7.0,,
Abu Dhabi,8.0,17.0,Palmer,Sainz,,,
Abu Dhabi,10.0,9.0,Perez,Grosjean,,,
Abu Dhabi,11.0,7.0,Hulkenberg,Button,,,
Abu Dhabi,11.0,12.0,Massa,Ericsson,,,
Abu Dhabi,12.0,8.0,Perez,Button,8.0,,
Abu Dhabi,12.0,11.0,Massa,Ocon,,,
Abu Dhabi,12.0,13.0,Alonso,Ericsson,,,
Abu Dhabi,13.0,11.0,Alonso,Ocon,,,
Abu Dhabi,14.0,9.0,Massa,Grosjean,,,
Abu Dhabi,17.0,10.0,Alonso,Grosjean,11.0,,
Abu Dhabi,19.0,14.0,Gutierrez,Palmer,,,
Abu Dhabi,20.0,2.0,Rosberg,Verstappen,10.0,,
Abu Dhabi,23.0,11.0,Gutierrez,Ericsson,,,
Abu Dhabi,23.0,13.0,Grosjean,Sainz,11.0,,
Abu Dhabi,26.0,5.0,Verstappen,Perez,8.0,,
Abu Dhabi,26.0,12.0,Grosjean,Ericsson,,,
Abu Dhabi,27.0,5.0,Ricciardo,Perez,8.0,,
Abu Dhabi,32.0,13.0,Gutierrez,Nasr,,,
Abu Dhabi,34.0,7.0,Hulkenberg,Alonso,8.0,,
Abu Dhabi,34.0,12.0,Gutierrez,Ericsson,,,
Abu Dhabi,35.0,8.0,Perez,Alonso,9.0,,
Abu Dhabi,38.0,13.0,Palmer,Ericsson,8.0,,
Abu Dhabi,38.0,14.0,Sainz,Ericsson,10.0,,
Abu Dhabi,41.0,5.0,Vettel,Raikkonen,8.0,,
Abu Dhabi,41.0,13.0,Sainz,Palmer,7.0,,
Abu Dhabi,46.0,4.0,Vettel,Ricciardo,11.0,,
Abu Dhabi,49.0,13.0,Ocon,Wehrlein,13.0,,
Abu Dhabi,51.0,3.0,Vettel,Verstappen,11.0,,
Australia,9.0,16.0,Stroll,Ericsson,1.0,,
Australia,19.0,8.0,Perez,Sainz,3.0,,
China,2.0,16.0,Giovinazzi,Vandoorne,2.0,,
China,3.0,8.0,Ocon,Kvyat,,,
China,3.0,9.0,Ocon,Alonso,,,
China,3.0,9.0,Alonso,Kvyat,,,
China,3.0,10.0,Ocon,Massa,,,
China,8.0,3.0,Verstappen,Raikkonen,7.0,,
China,8.0,6.0,Sainz,Alonso,14.0,,
China,8.0,8.0,Perez,Kvyat,5.0,,
China,8.0,9.0,Perez,Massa,2.0,,
China,8.0,9.0,Magnussen,Kvyat,,,
China,8.0,10.0,Magnussen,Massa,,,
China,8.0,11.0,Bottas,Massa,,,
China,8.0,17.0,Grosjean,Ericsson,,,
China,9.0,12.0,Ocon,Massa,,,
China,9.0,14.0,Vandoorne,Palmer,,,
China,9.0,15.0,Hulkenberg,Palmer,,,
China,10.0,10.0,Bottas,Kvyat,,,
China,10.0,14.0,Hulkenberg,Vandoorne,,,
China,11.0,2.0,Verstappen,Ricciardo,6.0,,
China,11.0,13.0,Hulkenberg,Massa,,,
China,18.0,9.0,Bottas,Magnussen,14.0,,
China,20.0,4.0,Vettel,Raikkonen,6.0,,
China,22.0,3.0,Vettel,Ricciardo,7.0,,
China,22.0,10.0,Perez,Ocon,14.0,,
China,25.0,7.0,Bottas,Alonso,14.0,,
China,27.0,13.0,Grosjean,Palmer,6.0,,
China,33.0,5.0,Verstappen,Bottas,6.0,,
China,33.0,7.0,Sainz,Alonso,14.0,,
China,33.0,15.0,Palmer,Ericsson,,,
China,38.0,12.0,Grosjean,Hulkenberg,6.0,,
China,39.0,9.0,Magnussen,Ocon,14.0,,
China,41.0,5.0,Raikkonen,Sainz,14.0,,
China,44.0,6.0,Bottas,Sainz,14.0,,
China,45.0,10.0,Ocon,Massa,14.0,,
China,48.0,8.0,Magnussen,Perez,14.0,,
China,48.0,11.0,Grosjean,Massa,2.0,,
Bahrain,5.0,12.0,Perez,Palmer,,,
Bahrain,8.0,6.0,Raikkonen,Massa,1.0,,
Bahrain,12.0,9.0,Vettel,Sainz,,,
Bahrain,12.0,10.0,Vettel,Perez,1.0,,
Bahrain,12.0,17.0,Stroll,Wehrlein,,,
Bahrain,13.0,13.0,Grosjean,Ocon,2.0,,
Bahrain,17.0,3.0,Hamilton,Ricciardo,1.0,,
Bahrain,17.0,4.0,Massa,Ricciardo,4.0,,
Bahrain,17.0,5.0,Raikkonen,Ricciardo,12.0,,
Bahrain,17.0,7.0,Perez,Hulkenberg,14.0,,
Bahrain,17.0,8.0,Perez,Ericsson,,,
Bahrain,17.0,9.0,Grosjean,Ericsson,,,
Bahrain,17.0,10.0,Ocon,Ericsson,,,
Bahrain,18.0,12.0,Palmer,Alonso,,,
Bahrain,18.0,12.0,Alonso,Palmer,6.0,,
Bahrain,19.0,11.0,Alonso,Ericsson,12.0,,
Bahrain,20.0,12.0,Palmer,Ericsson,1.0,,
Bahrain,20.0,13.0,Kvyat,Ericsson,10.0,,
Bahrain,22.0,14.0,Wehrlein,Ericsson,,,
Bahrain,24.0,4.0,Raikkonen,Massa,1.0,,
Bahrain,24.0,11.0,Palmer,Alonso,4.0,,
Bahrain,24.0,12.0,Kvyat,Alonso,5.0,,
Bahrain,29.0,5.0,Ricciardo,Massa,1.0,,
Bahrain,30.0,11.0,Kvyat,Palmer,1.0,,
Bahrain,30.0,12.0,Alonso,Palmer,5.0,,
Bahrain,32.0,6.0,Bottas,Perez,14.0,,
Bahrain,34.0,5.0,Bottas,Massa,1.0,,
Bahrain,34.0,13.0,Grosjean,Wehrlein,11.0,,
Bahrain,35.0,12.0,Grosjean,Palmer,1.0,,
Bahrain,36.0,2.0,Vettel,Raikkonen,1.0,,
Bahrain,36.0,11.0,Grosjean,Alonso,,,
Bahrain,37.0,4.0,Bottas,Ricciardo,1.0,,
Bahrain,37.0,8.0,Perez,Kvyat,,,
Bahrain,38.0,8.0,Grosjean,Kvyat,1.0,,
Bahrain,40.0,10.0,Hulkenberg,Wehrlein,1.0,,
Bahrain,40.0,11.0,Ocon,Wehrlein,5.0,,
Bahrain,44.0,13.0,Kvyat,Ericsson,2.0,,
Bahrain,54.0,12.0,Kvyat,Alonso,1.0,,
Spain,2.0,14.0,Ericsson,Palmer,1.0,,
Spain,15.0,11.0,Magnussen,Kvyat,,,
Spain,16.0,3.0,Vettel,Ricciardo,1.0,,
Spain,16.0,12.0,Sainz,Kvyat,1.0,,
Spain,18.0,8.0,Ocon,Ericsson,,,
Spain,20.0,16.0,Vandoorne,Palmer,1.0,,
Spain,21.0,5.0,Perez,Wehrlein,1.0,,
Spain,23.0,6.0,Ocon,Wehrlein,,,
Spain,25.0,1.0,Vettel,Bottas,1.0,,
Spain,25.0,14.0,Ericsson,Stroll,,,
Spain,26.0,2.0,Hamilton,Bottas,1.0,,
Spain,28.0,13.0,Ericsson,Alonso,1.0,,
Spain,43.0,10.0,Kvyat,Grosjean,,,
Spain,44.0,1.0,Hamilton,Vettel,1.0,,
Spain,53.0,12.0,Ericsson,Stroll,1.0,,
Spain,59.0,14.0,Alonso,Massa,1.0,,
Spain,60.0,13.0,Alonso,Stroll,1.0,,
Spain,64.0,9.0,Kvyat,Magnussen,,,
Spain,64.0,9.0,Magnussen,Kvyat,4.0,,
Spain,64.0,15.0,Palmer,Stroll,,,
Monaco,34.0,15.0,Perez,Stroll,,,
Monaco,66.0,10.0,Perez,Vandoorne,St-Devote,,
Monaco,66.0,15.0,Ocon,Stroll,,,
Canada,4.0,6.0,Perez,Raikkonen,8.0,,
Canada,4.0,11.0,Alonso,Vandoorne,,,
Canada,5.0,14.0,Stroll,Palmer,,,
Canada,7.0,16.0,Wehrlein,Grosjean,,,
